year,county_fips,state,county_name,Dcandidatevotes,Rcandidatevotes,totalvotes,RATE,,
2000,35019,NEW MEXICO,GUADALUPE,1076,548,1651,0.674730454,,
2000,35021,NEW MEXICO,HARDING,214,366,593,-0.536657318,,
2000,35023,NEW MEXICO,HIDALGO,839,954,1834,-0.128452965,,
2000,35025,NEW MEXICO,LEA,3855,10157,14256,-0.968792116,,
2000,35027,NEW MEXICO,LINCOLN,2027,4458,6772,-0.788143367,,
2000,35028,NEW MEXICO,LOS ALAMOS,4149,5623,10218,-0.303997988,,
2000,35029,NEW MEXICO,LUNA,2975,3395,6612,-0.132059722,,
2000,35031,NEW MEXICO,MCKINLEY,10281,5070,15879,0.706956714,,
2000,35033,NEW MEXICO,MORA,1456,668,2191,0.779160055,,
2000,35035,NEW MEXICO,OTERO,5465,10258,16204,-0.629693767,,
2000,35037,NEW MEXICO,QUAY,1471,2292,3844,-0.443482357,,
2000,35039,NEW MEXICO,RIO ARRIBA,8169,3495,12097,0.849013127,,
2000,35041,NEW MEXICO,ROOSEVELT,1762,3762,5651,-0.758501203,,
2000,35043,NEW MEXICO,SANDOVAL,14899,15423,31755,-0.034565805,,
2000,35045,NEW MEXICO,SAN JUAN,11980,21434,34657,-0.581739854,,
2000,35047,NEW MEXICO,SAN MIGUEL,6540,2215,9161,1.082684762,,
2000,35049,NEW MEXICO,SANTA FE,32017,13974,49471,0.829068552,,
2000,35051,NEW MEXICO,SIERRA,1689,2721,4586,-0.476862822,,
2000,35053,NEW MEXICO,SOCORRO,3294,3173,6826,0.037425119,,
2000,35055,NEW MEXICO,TAOS,7039,2744,10895,0.942049405,,
2000,35057,NEW MEXICO,TORRANCE,1868,2891,4960,-0.436734123,,
2000,35059,NEW MEXICO,UNION,452,1269,1755,-1.032302288,,
2000,35061,NEW MEXICO,VALENCIA,9819,10803,21377,-0.095504589,,
2000,36000,MISSOURI,KANSAS CITY,NA,NA,0,#VALUE!,,
2000,36001,NEW YORK,ALBANY,85617,47624,141969,0.586547026,,
2000,36003,NEW YORK,ALLEGANY,6336,11436,18689,-0.59051862,,
2000,36005,NEW YORK,BRONX,265801,36245,308048,1.992446468,,
2000,36007,NEW YORK,BROOME,45381,36946,87063,0.205636128,,
2000,36009,NEW YORK,CATTARAUGUS,13697,18382,33733,-0.294195094,,
2000,36011,NEW YORK,CAYUGA,17031,14988,33978,0.127785332,,
2000,36013,NEW YORK,CHAUTAUQUA,27016,29064,58720,-0.073071012,,
2000,36015,NEW YORK,CHEMUNG,17424,18779,37710,-0.074890658,,
2000,36017,NEW YORK,CHENANGO,9112,10033,20250,-0.096287434,,
2000,36019,NEW YORK,CLINTON,15542,13274,30555,0.157738802,,
2000,36021,NEW YORK,COLUMBIA,13489,13153,28691,0.025224669,,
2000,36023,NEW YORK,CORTLAND,9691,9857,20723,-0.016984243,,
2000,36025,NEW YORK,DELAWARE,8450,10662,20175,-0.232519577,,
2000,36027,NEW YORK,DUTCHESS,52390,52669,111762,-0.005311314,,
2000,36029,NEW YORK,ERIE,240176,160176,424654,0.405098777,,
2000,36031,NEW YORK,ESSEX,7927,8822,17932,-0.106973948,,
2000,36033,NEW YORK,FRANKLIN,8870,7643,17447,0.1488846,,
2000,36035,NEW YORK,FULTON,9314,11434,21671,-0.205072728,,
2000,36037,NEW YORK,GENESEE,10191,14459,26069,-0.34981208,,
2000,36039,NEW YORK,GREENE,8480,11332,21094,-0.289920132,,
2000,36041,NEW YORK,HAMILTON,1114,2388,3682,-0.762499054,,
2000,36043,NEW YORK,HERKIMER,12224,14147,27705,-0.146101355,,
2000,36045,NEW YORK,JEFFERSON,16799,18192,36418,-0.079662576,,
2000,36047,NEW YORK,KINGS,497468,96605,617105,1.638900733,,
2000,36049,NEW YORK,LEWIS,4333,6103,10923,-0.342520311,,
2000,36051,NEW YORK,LIVINGSTON,10476,15244,27223,-0.375099056,,
2000,36053,NEW YORK,MADISON,12017,14879,28366,-0.213628509,,
2000,36055,NEW YORK,MONROE,161743,141266,317762,0.135364018,,
2000,36057,NEW YORK,MONTGOMERY,10249,9765,20809,0.048375576,,
2000,36059,NEW YORK,NASSAU,341610,226954,589707,0.408922382,,
2000,36061,NEW YORK,NEW YORK,449300,79921,563232,1.726652169,,
2000,36063,NEW YORK,NIAGARA,47781,40952,93257,0.154227422,,
2000,36065,NEW YORK,ONEIDA,43933,47603,95996,-0.080230038,,
2000,36067,NEW YORK,ONONDAGA,109896,83678,203629,0.272558365,,
2000,36069,NEW YORK,ONTARIO,19761,23885,45948,-0.189540349,,
2000,36071,NEW YORK,ORANGE,58170,62852,126549,-0.077412998,,
2000,36073,NEW YORK,ORLEANS,5991,9202,15843,-0.429162509,,
2000,36075,NEW YORK,OSWEGO,22857,23249,48473,-0.017004704,,
2000,36077,NEW YORK,OTSEGO,11460,12219,25358,-0.064129406,,
2000,36079,NEW YORK,PUTNAM,18525,21853,42547,-0.165217041,,
2000,36081,NEW YORK,QUEENS,416967,122052,555930,1.228559899,,
2000,36083,NEW YORK,RENSSELAER,34808,29562,68436,0.163357493,,
2000,36085,NEW YORK,RICHMOND,73828,63903,142121,0.144371755,,
2000,36087,NEW YORK,ROCKLAND,69530,48441,122580,0.361411752,,
2000,36089,NEW YORK,ST. LAWRENCE,21386,16449,39779,0.262471817,,
2000,36091,NEW YORK,SARATOGA,43359,46623,95057,-0.072579687,,
2000,36093,NEW YORK,SCHENECTADY,35534,27961,66946,0.239679303,,
2000,36095,NEW YORK,SCHOHARIE,5390,7459,13548,-0.324875972,,
2000,36097,NEW YORK,SCHUYLER,3301,4381,8153,-0.283051556,,
2000,36099,NEW YORK,SENECA,6841,6734,14333,0.015764599,,
2000,36101,NEW YORK,STEUBEN,14600,24200,40563,-0.505331104,,
2000,36103,NEW YORK,SUFFOLK,306306,240992,573866,0.239820864,,
2000,36105,NEW YORK,SULLIVAN,14348,12703,28524,0.121772374,,
2000,36107,NEW YORK,TIOGA,9170,12239,22454,-0.288690288,,
2000,36109,NEW YORK,TOMPKINS,21807,13351,40060,0.490639731,,
2000,36111,NEW YORK,ULSTER,38162,33447,78225,0.13187816,,
2000,36113,NEW YORK,WARREN,12193,14993,28621,-0.206721409,,
2000,36115,NEW YORK,WASHINGTON,9641,12596,23555,-0.267354466,,
2000,36117,NEW YORK,WAYNE,14977,21701,38329,-0.370842651,,
2000,36119,NEW YORK,WESTCHESTER,218010,139278,371775,0.448068998,,
2000,36121,NEW YORK,WYOMING,5935,10809,17627,-0.599512092,,
2000,36123,NEW YORK,YATES,3962,5565,10052,-0.339748036,,
2000,37001,NORTH CAROLINA,ALAMANCE,17459,29305,47091,-0.517902875,,
2000,37003,NORTH CAROLINA,ALEXANDER,4166,9242,13492,-0.79680197,,
2000,37005,NORTH CAROLINA,ALLEGHANY,1715,2531,4313,-0.389201401,,
2000,37007,NORTH CAROLINA,ANSON,4792,3161,7985,0.416059428,,
2000,37009,NORTH CAROLINA,ASHE,4011,6226,10316,-0.439693485,,
2000,37011,NORTH CAROLINA,AVERY,1686,4956,6694,-1.078240104,,
2000,37013,NORTH CAROLINA,BEAUFORT,6634,10531,17313,-0.462115348,,
2000,37015,NORTH CAROLINA,BERTIE,4660,2488,7176,0.627536273,,
2000,37017,NORTH CAROLINA,BLADEN,5889,4977,10908,0.168258904,,
2000,37019,NORTH CAROLINA,BRUNSWICK,13118,15427,28839,-0.162133888,,
2000,37021,NORTH CAROLINA,BUNCOMBE,38545,46101,85476,-0.179008252,,
2000,37023,NORTH CAROLINA,BURKE,11924,18466,30658,-0.437378028,,
2000,37025,NORTH CAROLINA,CABARRUS,16284,32704,49381,-0.697314364,,
2000,37027,NORTH CAROLINA,CALDWELL,8588,17337,26115,-0.702477066,,
2000,37029,NORTH CAROLINA,CAMDEN,1187,1628,2831,-0.315923152,,
2000,37031,NORTH CAROLINA,CARTERET,8839,17381,26461,-0.676203908,,
2000,37033,NORTH CAROLINA,CASWELL,4091,4270,8422,-0.042824388,,
2000,37035,NORTH CAROLINA,CATAWBA,16246,34244,50841,-0.745664642,,
2000,37037,NORTH CAROLINA,CHATHAM,10461,10248,20931,0.020571492,,
2000,37039,NORTH CAROLINA,CHEROKEE,3239,6305,9674,-0.666078329,,
2000,37041,NORTH CAROLINA,CHOWAN,2430,2415,4890,0.00619197,,
2000,37043,NORTH CAROLINA,CLAY,1361,2416,3852,-0.573893556,,
2000,37045,NORTH CAROLINA,CLEVELAND,13455,19064,32746,-0.348450956,,
2000,37047,NORTH CAROLINA,COLUMBUS,9986,8342,18425,0.179881116,,
2000,37049,NORTH CAROLINA,CRAVEN,12213,19494,31985,-0.467605768,,
2000,37051,NORTH CAROLINA,CUMBERLAND,38626,38129,77151,0.012950477,,
2000,37053,NORTH CAROLINA,CURRITUCK,2595,4095,6739,-0.456180201,,
2000,37055,NORTH CAROLINA,DARE,5589,7301,13002,-0.267210945,,
2000,37057,NORTH CAROLINA,DAVIDSON,16199,35387,52047,-0.781395009,,
2000,37059,NORTH CAROLINA,DAVIE,3651,10184,13998,-1.025816759,,
2000,37061,NORTH CAROLINA,DUPLIN,6475,7840,14390,-0.191290227,,
2000,37063,NORTH CAROLINA,DURHAM,53907,30150,84604,0.581075416,,
2000,37065,NORTH CAROLINA,EDGECOMBE,11315,6836,18202,0.503926514,,
2000,37067,NORTH CAROLINA,FORSYTH,52457,67700,120942,-0.255092394,,
2000,37069,NORTH CAROLINA,FRANKLIN,7454,8501,16051,-0.131433003,,
2000,37071,NORTH CAROLINA,GASTON,19281,39453,59179,-0.715989935,,
2000,37073,NORTH CAROLINA,GATES,1944,1480,3446,0.272705618,,
2000,37075,NORTH CAROLINA,GRAHAM,1006,2304,3361,-0.828664671,,
2000,37077,NORTH CAROLINA,GRANVILLE,7733,7364,15194,0.048893622,,
2000,37079,NORTH CAROLINA,GREENE,2478,3353,5870,-0.302403684,,
2000,37081,NORTH CAROLINA,GUILFORD,80787,84394,166264,-0.043680248,,
2000,37083,NORTH CAROLINA,HALIFAX,10222,6698,16970,0.422733286,,
2000,37085,NORTH CAROLINA,HARNETT,9155,14762,24167,-0.477756133,,
2000,37087,NORTH CAROLINA,HAYWOOD,9793,12118,22273,-0.213024106,,
2000,37089,NORTH CAROLINA,HENDERSON,12562,25688,38607,-0.715347573,,
2000,37091,NORTH CAROLINA,HERTFORD,5484,2382,7897,0.833894291,,
2000,37093,NORTH CAROLINA,HOKE,5017,3439,8582,0.377651414,,
2000,37095,NORTH CAROLINA,HYDE,1088,1132,2237,-0.039644831,,
2000,37097,NORTH CAROLINA,IREDELL,15434,29853,45586,-0.659712469,,
2000,37099,NORTH CAROLINA,JACKSON,5722,6237,12121,-0.086180903,,
2000,37101,NORTH CAROLINA,JOHNSTON,13704,27212,41155,-0.685970291,,
2000,37103,NORTH CAROLINA,JONES,1822,2114,3964,-0.148647089,,
2000,37105,NORTH CAROLINA,LEE,6785,9406,16283,-0.32663349,,
2000,37107,NORTH CAROLINA,LENOIR,9527,11512,21163,-0.189260097,,
2000,37109,NORTH CAROLINA,LINCOLN,8412,15951,24529,-0.639862265,,
2000,37111,NORTH CAROLINA,MCDOWELL,4747,9109,14011,-0.651750096,,
2000,37113,NORTH CAROLINA,MACON,4683,8406,13234,-0.585006806,,
2000,37115,NORTH CAROLINA,MADISON,3505,4676,8325,-0.288252523,,
2000,37117,NORTH CAROLINA,MARTIN,4929,4420,9366,0.108996432,,
2000,37119,NORTH CAROLINA,MECKLENBURG,126911,134068,263036,-0.054861081,,
2000,37121,NORTH CAROLINA,MITCHELL,1535,4984,6600,-1.1777024,,
2000,37123,NORTH CAROLINA,MONTGOMERY,3979,4946,8974,-0.217548638,,
2000,37125,NORTH CAROLINA,MOORE,11232,19882,31301,-0.571047953,,
2000,37127,NORTH CAROLINA,NASH,12376,17995,30513,-0.374334828,,
2000,37129,NORTH CAROLINA,NEW HANOVER,29292,36503,66319,-0.220080008,,
2000,37131,NORTH CAROLINA,NORTHAMPTON,5513,2667,8200,0.726154694,,
2000,37133,NORTH CAROLINA,ONSLOW,10269,19657,30215,-0.649303861,,
2000,37135,NORTH CAROLINA,ORANGE,30921,17930,49344,0.544960277,,
2000,37137,NORTH CAROLINA,PAMLICO,2188,2999,5242,-0.315291015,,
2000,37139,NORTH CAROLINA,PASQUOTANK,5874,4943,10903,0.172563398,,
2000,37141,NORTH CAROLINA,PENDER,6415,7661,14154,-0.177503525,,
2000,37143,NORTH CAROLINA,PERQUIMANS,2033,2230,4306,-0.092489051,,
2000,37145,NORTH CAROLINA,PERSON,5042,6722,11833,-0.287582901,,
2000,37147,NORTH CAROLINA,PITT,19685,23192,43075,-0.163950467,,
2000,37149,NORTH CAROLINA,POLK,3114,5074,8303,-0.488221388,,
2000,37151,NORTH CAROLINA,RANDOLPH,11366,30959,42696,-1.002037306,,
2000,37153,NORTH CAROLINA,RICHMOND,7935,6263,14269,0.23662405,,
2000,37155,NORTH CAROLINA,ROBESON,17834,11721,29747,0.419724643,,
2000,37157,NORTH CAROLINA,ROCKINGHAM,13260,18979,32528,-0.35858112,,
2000,37159,NORTH CAROLINA,ROWAN,14891,28922,44133,-0.663845548,,
2000,37161,NORTH CAROLINA,RUTHERFORD,7697,13755,21716,-0.580571752,,
2000,37163,NORTH CAROLINA,SAMPSON,8768,10410,19239,-0.171658152,,
2000,37165,NORTH CAROLINA,SCOTLAND,5627,3740,9403,0.408490829,,
2000,37167,NORTH CAROLINA,STANLY,7066,15548,22818,-0.788637464,,
2000,37169,NORTH CAROLINA,STOKES,5030,12028,17182,-0.871817281,,
2000,37171,NORTH CAROLINA,SURRY,7757,15401,23358,-0.685836781,,
2000,37173,NORTH CAROLINA,SWAIN,2097,2224,4370,-0.058799624,,
2000,37175,NORTH CAROLINA,TRANSYLVANIA,5044,9011,14225,-0.580246635,,
2000,37177,NORTH CAROLINA,TYRRELL,849,706,1566,0.184443949,,
2000,37179,NORTH CAROLINA,UNION,14890,31876,47161,-0.761163529,,
2000,37181,NORTH CAROLINA,VANCE,7092,5564,12701,0.242650114,,
2000,37183,NORTH CAROLINA,WAKE,123466,142494,268220,-0.143334079,,
2000,37185,NORTH CAROLINA,WARREN,4576,2202,6795,0.731459216,,
2000,37187,NORTH CAROLINA,WASHINGTON,2704,2169,4890,0.220465926,,
2000,37189,NORTH CAROLINA,WATAUGA,7959,10438,18723,-0.271149629,,
2000,37191,NORTH CAROLINA,WAYNE,13005,20758,33884,-0.467597816,,
2000,37193,NORTH CAROLINA,WILKES,7226,16826,24323,-0.845239676,,
2000,37195,NORTH CAROLINA,WILSON,11266,13466,24826,-0.17837865,,
2000,37197,NORTH CAROLINA,YADKIN,3127,10435,13682,-1.205091462,,
2000,37199,NORTH CAROLINA,YANCEY,3714,4970,8764,-0.291310377,,
2000,38001,NORTH DAKOTA,ADAMS,286,826,1160,-1.060602963,,
2000,38003,NORTH DAKOTA,BARNES,1933,3452,5748,-0.579880573,,
2000,38005,NORTH DAKOTA,BENSON,952,1055,2154,-0.102731011,,
2000,38007,NORTH DAKOTA,BILLINGS,82,394,525,-1.569631662,,
2000,38009,NORTH DAKOTA,BOTTINEAU,1173,2349,3690,-0.694425136,,
2000,38011,NORTH DAKOTA,BOWMAN,330,1080,1471,-1.185623666,,
2000,38013,NORTH DAKOTA,BURKE,296,698,1039,-0.857859648,,
2000,38015,NORTH DAKOTA,BURLEIGH,9842,22467,34482,-0.825388623,,
2000,38017,NORTH DAKOTA,CASS,21451,33536,58995,-0.446848224,,
2000,38019,NORTH DAKOTA,CAVALIER,618,1513,2371,-0.895361256,,
2000,38021,NORTH DAKOTA,DICKEY,806,1853,2786,-0.832477484,,
2000,38023,NORTH DAKOTA,DIVIDE,306,443,794,-0.369984668,,
2000,38025,NORTH DAKOTA,DUNN,474,1124,1728,-0.863441709,,
2000,38027,NORTH DAKOTA,EDDY,458,703,1268,-0.428487708,,
2000,38029,NORTH DAKOTA,EMMONS,405,1430,1992,-1.261542656,,
2000,38031,NORTH DAKOTA,FOSTER,474,1172,1743,-0.905259648,,
2000,38033,NORTH DAKOTA,GOLDEN VALLEY,156,611,812,-1.365240952,,
2000,38035,NORTH DAKOTA,GRAND FORKS,10593,15875,28385,-0.404552139,,
2000,38037,NORTH DAKOTA,GRANT,235,1077,1427,-1.522349163,,
2000,38039,NORTH DAKOTA,GRIGGS,484,920,1469,-0.642288763,,
2000,38041,NORTH DAKOTA,HETTINGER,353,1057,1519,-1.096721929,,
2000,38043,NORTH DAKOTA,KIDDER,283,837,1276,-1.084377173,,
2000,38045,NORTH DAKOTA,LAMOURE,689,1590,2468,-0.836248024,,
2000,38047,NORTH DAKOTA,LOGAN,223,812,1145,-1.292328569,,
2000,38049,NORTH DAKOTA,MCHENRY,888,1682,2737,-0.638767098,,
2000,38051,NORTH DAKOTA,MCINTOSH,350,1178,1637,-1.21364021,,
2000,38053,NORTH DAKOTA,MCKENZIE,653,1634,2364,-0.917209146,,
2000,38055,NORTH DAKOTA,MCLEAN,1465,2891,4646,-0.679747221,,
2000,38057,NORTH DAKOTA,MERCER,1011,2984,4353,-1.082324742,,
2000,38059,NORTH DAKOTA,MORTON,3439,6993,11223,-0.709728917,,
2000,38061,NORTH DAKOTA,MOUNTRAIL,1256,1466,2896,-0.154605535,,
2000,38063,NORTH DAKOTA,NELSON,687,1031,1840,-0.405950192,,
2000,38065,NORTH DAKOTA,OLIVER,244,709,1051,-1.066687301,,
2000,38067,NORTH DAKOTA,PEMBINA,1093,2430,3779,-0.798965048,,
2000,38069,NORTH DAKOTA,PIERCE,500,1348,1971,-0.991769193,,
2000,38071,NORTH DAKOTA,RAMSEY,1658,3005,4977,-0.594665511,,
2000,38073,NORTH DAKOTA,RANSOM,1080,1488,2719,-0.320471895,,
2000,38075,NORTH DAKOTA,RENVILLE,443,820,1332,-0.61573457,,
2000,38077,NORTH DAKOTA,RICHLAND,2490,4999,8015,-0.696955182,,
2000,38079,NORTH DAKOTA,ROLETTE,2681,1416,4398,0.638353864,,
2000,38081,NORTH DAKOTA,SARGENT,959,1103,2184,-0.139897944,,
2000,38083,NORTH DAKOTA,SHERIDAN,161,707,928,-1.479626301,,
2000,38085,NORTH DAKOTA,SIOUX,724,269,1041,0.990080013,,
2000,38087,NORTH DAKOTA,SLOPE,85,316,442,-1.313090957,,
2000,38089,NORTH DAKOTA,STARK,2784,6387,9777,-0.830375932,,
2000,38091,NORTH DAKOTA,STEELE,475,655,1210,-0.321320432,,
2000,38093,NORTH DAKOTA,STUTSMAN,3067,5488,9118,-0.581864005,,
2000,38095,NORTH DAKOTA,TOWNER,410,694,1189,-0.526314801,,
2000,38097,NORTH DAKOTA,TRAILL,1512,2392,4112,-0.458696558,,
2000,38099,NORTH DAKOTA,WALSH,1743,3099,5182,-0.575471712,,
2000,38101,NORTH DAKOTA,WARD,7533,13997,22482,-0.619549652,,
2000,38103,NORTH DAKOTA,WELLS,661,1610,2410,-0.890235618,,
2000,38105,NORTH DAKOTA,WILLIAMS,2330,5187,7807,-0.800287228,,
2000,39001,OHIO,ADAMS,3581,6380,10235,-0.577526006,,
2000,39003,OHIO,ALLEN,13996,28647,43795,-0.716277151,,
2000,39005,OHIO,ASHLAND,6685,13533,21258,-0.705264937,,
2000,39007,OHIO,ASHTABULA,19831,17940,39472,0.100213513,,
2000,39009,OHIO,ATHENS,13158,9703,25447,0.304594823,,
2000,39011,OHIO,AUGLAIZE,5564,13770,19892,-0.906175039,,
2000,39013,OHIO,BELMONT,15980,12625,30141,0.235658965,,
2000,39015,OHIO,BROWN,5972,10027,16429,-0.518199575,,
2000,39017,OHIO,BUTLER,46390,86587,136737,-0.62406577,,
2000,39019,OHIO,CARROLL,4960,6732,12261,-0.305466536,,
2000,39021,OHIO,CHAMPAIGN,5955,9220,15680,-0.437143835,,
2000,39023,OHIO,CLARK,27984,27660,57559,0.011645592,,
2000,39025,OHIO,CLERMONT,20927,47129,69877,-0.811848332,,
2000,39027,OHIO,CLINTON,4791,9824,15070,-0.718089214,,
2000,39029,OHIO,COLUMBIANA,20657,21804,44427,-0.054039194,,
2000,39031,OHIO,COSHOCTON,5594,8243,14268,-0.387669761,,
2000,39033,OHIO,CRAWFORD,6721,11666,19176,-0.551441675,,
2000,39035,OHIO,CUYAHOGA,359913,192099,574782,0.627851471,,
2000,39037,OHIO,DARKE,7741,14817,23267,-0.649244292,,
2000,39039,OHIO,DEFIANCE,6175,9540,16242,-0.434984603,,
2000,39041,OHIO,DELAWARE,17134,36639,55403,-0.760048453,,
2000,39043,OHIO,ERIE,17732,16105,35015,0.096241134,,
2000,39045,OHIO,FAIRFIELD,19065,33523,54094,-0.564377577,,
2000,39047,OHIO,FAYETTE,3363,5685,9278,-0.524997694,,
2000,39049,OHIO,FRANKLIN,202018,197862,414074,0.020786984,,
2000,39051,OHIO,FULTON,6805,11546,18896,-0.528681421,,
2000,39053,OHIO,GALLIA,4872,7511,12776,-0.432864082,,
2000,39055,OHIO,GEAUGA,15327,25417,42600,-0.505802262,,
2000,39057,OHIO,GREENE,25059,37946,65204,-0.414931052,,
2000,39059,OHIO,GUERNSEY,6643,8181,15430,-0.208250724,,
2000,39061,OHIO,HAMILTON,161578,204175,377899,-0.233989471,,
2000,39063,OHIO,HANCOCK,8798,20985,30617,-0.869283474,,
2000,39065,OHIO,HARDIN,4557,7124,12068,-0.446804853,,
2000,39067,OHIO,HARRISON,3351,3417,7161,-0.019504164,,
2000,39069,OHIO,HENRY,4367,8530,13252,-0.669513087,,
2000,39071,OHIO,HIGHLAND,5328,9728,15447,-0.602032392,,
2000,39073,OHIO,HOCKING,4474,5702,10756,-0.242534127,,
2000,39075,OHIO,HOLMES,2066,6754,9145,-1.184520551,,
2000,39077,OHIO,HURON,8183,12286,21360,-0.406401571,,
2000,39079,OHIO,JACKSON,5131,6958,12490,-0.304591505,,
2000,39081,OHIO,JEFFERSON,17488,15038,34636,0.1509346,,
2000,39083,OHIO,KNOX,7133,13393,21260,-0.630000279,,
2000,39085,OHIO,LAKE,46497,51747,102564,-0.106978665,,
2000,39087,OHIO,LAWRENCE,11307,12531,24452,-0.102783571,,
2000,39089,OHIO,LICKING,23196,37180,62466,-0.471791132,,
2000,39091,OHIO,LOGAN,5945,11849,18455,-0.689692946,,
2000,39093,OHIO,LORAIN,59809,47957,112180,0.220851375,,
2000,39095,OHIO,LUCAS,108344,73342,187350,0.390177918,,
2000,39097,OHIO,MADISON,5287,8892,14667,-0.519901019,,
2000,39099,OHIO,MAHONING,69212,40460,114119,0.536860426,,
2000,39101,OHIO,MARION,10370,13617,24815,-0.27240199,,
2000,39103,OHIO,MEDINA,26635,37349,66883,-0.338079997,,
2000,39105,OHIO,MEIGS,3674,5750,9795,-0.447918868,,
2000,39107,OHIO,MERCER,5212,12485,18294,-0.873564264,,
2000,39109,OHIO,MIAMI,15584,26037,42841,-0.513273856,,
2000,39111,OHIO,MONROE,3605,3145,7115,0.136507881,,
2000,39113,OHIO,MONTGOMERY,114597,109792,230987,0.042833959,,
2000,39115,OHIO,MORGAN,2261,3451,5993,-0.422856851,,
2000,39117,OHIO,MORROW,4529,7842,12839,-0.548992739,,
2000,39119,OHIO,MUSKINGUM,13415,17995,32624,-0.293720458,,
2000,39121,OHIO,NOBLE,2296,3435,5988,-0.402848447,,
2000,39123,OHIO,OTTAWA,9485,9917,19968,-0.044538853,,
2000,39125,OHIO,PAULDING,3384,5210,8946,-0.431521414,,
2000,39127,OHIO,PERRY,5895,6440,12828,-0.088424006,,
2000,39129,OHIO,PICKAWAY,6598,10717,17740,-0.485064693,,
2000,39131,OHIO,PIKE,4923,5333,10560,-0.079995831,,
2000,39133,OHIO,PORTAGE,31446,28271,62899,0.106435245,,
2000,39135,OHIO,PREBLE,6375,11176,18166,-0.561384531,,
2000,39137,OHIO,PUTNAM,4063,12837,17344,-1.150410009,,
2000,39139,OHIO,RICHLAND,20572,30138,52779,-0.381855906,,
2000,39141,OHIO,ROSS,11662,13706,26016,-0.161498,,
2000,39143,OHIO,SANDUSKY,11146,13699,25744,-0.206242148,,
2000,39145,OHIO,SCIOTO,13997,15022,29945,-0.070672772,,
2000,39147,OHIO,SENECA,9512,13863,24351,-0.376669261,,
2000,39149,OHIO,SHELBY,6593,12476,19670,-0.637798319,,
2000,39151,OHIO,STARK,75308,78153,159844,-0.037082073,,
2000,39153,OHIO,SUMMIT,119759,96721,224839,0.213650845,,
2000,39155,OHIO,TRUMBULL,57643,34654,96239,0.508855658,,
2000,39157,OHIO,TUSCARAWAS,15879,19549,37118,-0.207926653,,
2000,39159,OHIO,UNION,5040,11502,17024,-0.825114851,,
2000,39161,OHIO,VAN WERT,4209,8679,13219,-0.723681225,,
2000,39163,OHIO,VINTON,2037,2720,4946,-0.289153743,,
2000,39165,OHIO,WARREN,19142,48318,69078,-0.925919288,,
2000,39167,OHIO,WASHINGTON,10383,15342,26515,-0.390424312,,
2000,39169,OHIO,WAYNE,14779,25901,42436,-0.561074324,,
2000,39171,OHIO,WILLIAMS,5454,9941,15919,-0.600318335,,
2000,39173,OHIO,WOOD,22687,27504,52194,-0.192539375,,
2000,39175,OHIO,WYANDOT,3397,6113,9827,-0.587524962,,
2000,40001,OKLAHOMA,ADAIR,2361,3503,5977,-0.394534486,,
2000,40003,OKLAHOMA,ALFALFA,583,1886,2507,-1.174026277,,
2000,40005,OKLAHOMA,ATOKA,1906,2375,4324,-0.219990632,,
2000,40007,OKLAHOMA,BEAVER,339,2092,2456,-1.819875718,,
2000,40009,OKLAHOMA,BECKHAM,2408,4067,6532,-0.524109099,,
2000,40011,OKLAHOMA,BLAINE,1402,2633,4094,-0.630224092,,
2000,40013,OKLAHOMA,BRYAN,5554,6084,11746,-0.091143986,,
2000,40015,OKLAHOMA,CADDO,4272,4835,9210,-0.123799027,,
2000,40017,OKLAHOMA,CANADIAN,8367,22679,31360,-0.997143989,,
2000,40019,OKLAHOMA,CARTER,6659,9667,16458,-0.3727487,,
2000,40021,OKLAHOMA,CHEROKEE,7256,6918,14468,0.047702002,,
2000,40023,OKLAHOMA,CHOCTAW,2799,2461,5315,0.128694439,,
2000,40025,OKLAHOMA,CIMARRON,227,1230,1484,-1.689819431,,
2000,40027,OKLAHOMA,CLEVELAND,27792,47393,76171,-0.533726329,,
2000,40029,OKLAHOMA,COAL,1148,1196,2362,-0.040961358,,
2000,40031,OKLAHOMA,COMANCHE,11971,17103,29333,-0.356766828,,
2000,40033,OKLAHOMA,COTTON,1068,1388,2482,-0.262076122,,
2000,40035,OKLAHOMA,CRAIG,2568,2815,5484,-0.091834876,,
2000,40037,OKLAHOMA,CREEK,9753,13580,23741,-0.331023192,,
2000,40039,OKLAHOMA,CUSTER,3115,6527,9743,-0.739718267,,
2000,40041,OKLAHOMA,DELAWARE,5514,7618,13353,-0.323223555,,
2000,40043,OKLAHOMA,DEWEY,599,1607,2220,-0.986862768,,
2000,40045,OKLAHOMA,ELLIS,468,1513,2013,-1.173381418,,
2000,40047,OKLAHOMA,GARFIELD,6543,14902,21683,-0.823099656,,
2000,40049,OKLAHOMA,GARVIN,4189,5536,9843,-0.278810176,,
2000,40051,OKLAHOMA,GRADY,6037,10040,16276,-0.508669914,,
2000,40053,OKLAHOMA,GRANT,709,1762,2503,-0.91034928,,
2000,40055,OKLAHOMA,GREER,839,1287,2152,-0.427858501,,
2000,40057,OKLAHOMA,HARMON,507,692,1205,-0.311074952,,
2000,40059,OKLAHOMA,HARPER,374,1296,1683,-1.242782079,,
2000,40061,OKLAHOMA,HASKELL,2510,2039,4628,0.207823262,,
2000,40063,OKLAHOMA,HUGHES,2334,2196,4585,0.06094601,,
2000,40065,OKLAHOMA,JACKSON,2515,5591,8159,-0.798885358,,
